Scale,county,species,mean_birds,Rank,%,check
County,Angus,Tree sparrow,0.747,16,13.21,0
County,Angus,Long tailed tit,0.64,17,12.2,0
County,Angus,Jackdaw,0.458,18,14.35,0
County,Angus,Pheasant,0.439,19,17.77,0
County,Angus,Common gull,0.431,20,7.97,0
County,Angus,Yellowhammer,0.303,21,10.48,0
County,Angus,Great spotted woodpecker,0.301,22,23.01,0
County,Angus,Siskin,0.295,23,10.93,0
County,Angus,Wren,0.238,24,18.22,0
County,Angus,Song Thrush,0.137,25,9.11,0
County,Angus,Herring gull,0.134,26,5.01,0
County,Angus,Rook,0.105,27,4.33,0
County,Angus,Bullfinch,0.105,28,5.47,0
County,Angus,Buzzard,0.101,29,7.74,0
County,Angus,Fieldfare,0.096,30,1.37,0
County,Angus,Sparrowhawk,0.084,31,7.97,0
County,Angus,Black headed gull,0.05,32,0.68,0
County,Angus,Treecreeper,0.046,33,4.33,0
County,Angus,Brambling,0.027,34,1.82,0
County,Angus,Jay,0.027,34,2.28,0
County,Angus,Grey heron,0.025,36,2.05,0
County,Angus,Redpoll,0.025,36,0.68,0
County,Angus,Magpie,0.024,38,1.28,0
County,Angus,Blackcap,0.023,39,2.28,0
County,Angus,Hooded crow,0.021,40,1.14,0
County,Angus,Red legged partridge,0.018,41,2.05,1
County,Angus,Pied wagtail,0.018,42,1.37,0
County,Angus,Kestrel,0.016,43,1.59,0
County,Angus,Mistle thrush,0.016,43,1.14,0
County,Angus,Red Kite,0.016,43,0.68,0
County,Angus,Mallard,0.014,46,0.68,0
County,Angus,Stock dove,0.014,46,0.91,0
County,Angus,Moorhen,0.007,48,1.14,1
County,Angus,Goldcrest,0.007,49,0.68,0
County,Angus,Reed bunting,0.007,50,0.46,0
County,Angus,Grey wagtail,0.005,51,0.46,0
County,Angus,Lesser spotted woodpecker,0.005,51,0.46,0
County,Angus,Linnet,0.002,53,0.68,1
County,Angus,Great black backed gull,0.002,54,0.23,0
County,Angus,Nuthatch,0.002,54,0.23,0
County,Angus,Raven,0.002,54,0.23,0
County,Angus,Redwing,0.002,54,0.23,0
County,Angus,Barn owl,0,58,0.23,
County,Angus,Black redstart,0,58,0,
County,Angus,Chiffchaff,0,58,1.14,
County,Angus,Corn bunting,0,58,0.23,
County,Angus,Green woodpecker,0,58,0,
County,Angus,Grey partridge,0,58,0,
County,Angus,Lapwing,0,58,0.23,
County,Angus,Lesser black backed gull,0,58,0,
County,Angus,Little owl,0,58,0,
County,Angus,Marsh tit,0,58,0,
County,Angus,Meadow pipit,0,58,0,
County,Angus,Ring necked parakeet,0,58,0,
County,Angus,Skylark,0,58,0,
County,Angus,Tawny owl,0,58,0,
County,Angus,Waxwing,0,58,0,
County,Angus,Willow tit,0,58,0,
County,Antrim,House Sparrow,5.237,1,66.73,0
County,Antrim,Starling,4.828,2,56.86,0
County,Antrim,Chaffinch,3.66,3,70.21,0
County,Antrim,Blue Tit,2.553,4,80.36,0
County,Antrim,Blackbird,2.508,5,91.35,0
County,Antrim,Goldfinch,2.147,6,34.12,0
County,Antrim,Great Tit,1.939,7,64.94,0
County,Antrim,Coal Tit,1.641,8,62.12,0
County,Antrim,Collared Dove,1.464,9,54.51,0
County,Antrim,Robin,1.458,10,86.94,0
County,Antrim,Magpie,1.32,11,59.3,0
County,Antrim,Feral pigeon,1.001,12,22.88,0
County,Antrim,Greenfinch,0.902,13,29.61,0
County,Antrim,Woodpigeon,0.768,14,34.21,0
County,Antrim,Jackdaw,0.747,15,23.58,0
County,Antrim,Dunnock,0.685,16,37.97,0
County,Antrim,Carrion crow,0.651,17,15.95,0
County,Antrim,Long tailed tit,0.418,18,12.03,0
County,Antrim,Rook,0.344,19,7.77,0
County,Antrim,Song Thrush,0.319,20,23.58,0
County,Antrim,Redpoll,0.319,21,9.29,0
County,Antrim,Wren,0.276,22,19.42,0
County,Antrim,Siskin,0.265,23,8.6,0
County,Antrim,Common gull,0.207,24,3.74,0
County,Antrim,Tree sparrow,0.167,25,3.74,0
County,Antrim,Blackcap,0.166,26,12.76,0
County,Antrim,Pied wagtail,0.152,27,9.99,0
County,Antrim,Bullfinch,0.133,28,7.35,0
County,Antrim,Hooded crow,0.099,29,5.27,0
County,Antrim,Pheasant,0.094,30,5.13,0
County,Antrim,Jay,0.082,31,5.27,0
County,Antrim,Sparrowhawk,0.054,32,5.69,1
County,Antrim,Fieldfare,0.047,33,0.83,0
County,Antrim,Buzzard,0.045,34,3.05,0
County,Antrim,Mistle thrush,0.036,35,2.5,0
County,Antrim,Black headed gull,0.032,36,1.53,0
County,Antrim,Mallard,0.029,37,1.11,0
County,Antrim,Herring gull,0.025,38,0.83,0
County,Antrim,Red Kite,0.024,39,1.11,0
County,Antrim,Goldcrest,0.022,40,1.66,0
County,Antrim,Treecreeper,0.018,41,1.25,0
County,Antrim,Grey heron,0.017,42,2.08,1
County,Antrim,Moorhen,0.017,43,0.83,0
County,Antrim,Grey wagtail,0.015,44,1.53,0
County,Antrim,Brambling,0.015,45,1.39,0
County,Antrim,Stock dove,0.014,46,0.42,0
County,Antrim,Redwing,0.011,47,0.42,0
County,Antrim,Kestrel,0.006,48,0.55,0
County,Antrim,Barn owl,0.004,49,0.42,0
County,Antrim,Nuthatch,0.004,49,0.28,0
County,Antrim,Raven,0.004,49,0.28,0
County,Antrim,Willow tit,0.004,49,0.42,0
County,Antrim,Linnet,0.003,53,0.97,1
County,Antrim,Chiffchaff,0.003,54,0.69,1
County,Antrim,Great black backed gull,0.001,55,0.14,0
County,Antrim,Great spotted woodpecker,0.001,55,0.14,0
County,Antrim,Marsh tit,0.001,55,0.14,0
County,Antrim,Yellowhammer,0.001,55,0.14,0
County,Antrim,Black redstart,0,59,0,
County,Antrim,Corn bunting,0,59,0,
County,Antrim,Green woodpecker,0,59,0,
County,Antrim,Grey partridge,0,59,0,
County,Antrim,Lapwing,0,59,0,
County,Antrim,Lesser black backed gull,0,59,0,
County,Antrim,Lesser spotted woodpecker,0,59,0,
County,Antrim,Little owl,0,59,0,
County,Antrim,Meadow pipit,0,59,0,
County,Antrim,Red legged partridge,0,59,0,
County,Antrim,Reed bunting,0,59,0,
County,Antrim,Ring necked parakeet,0,59,0,
County,Antrim,Skylark,0,59,0.14,
County,Antrim,Tawny owl,0,59,0,
County,Antrim,Waxwing,0,59,0.14,
County,Argyll & Bute,Chaffinch,9.328,1,87.85,0
County,Argyll & Bute,House Sparrow,4.647,2,62.15,0
County,Argyll & Bute,Blue Tit,3.997,3,86.59,0
County,Argyll & Bute,Blackbird,2.978,4,90.22,0
County,Argyll & Bute,Great Tit,2.642,5,72.77,0
County,Argyll & Bute,Coal Tit,2.094,6,67.6,0
County,Argyll & Bute,Starling,1.937,7,25,0
County,Argyll & Bute,Robin,1.744,8,92.32,0
County,Argyll & Bute,Dunnock,1.453,9,61.31,0
County,Argyll & Bute,Collared Dove,1.12,10,38.69,0
County,Argyll & Bute,Greenfinch,1.043,11,28.91,0
County,Argyll & Bute,Goldfinch,0.95,12,26.4,0
County,Argyll & Bute,Woodpigeon,0.927,13,30.17,0
County,Argyll & Bute,Feral pigeon,0.907,14,17.37,0
County,Argyll & Bute,Carrion crow,0.813,15,25.64,0
County,Argyll & Bute,Jackdaw,0.537,16,16.31,0
County,Argyll & Bute,Long tailed tit,0.483,17,10.34,0
County,Argyll & Bute,Magpie,0.415,18,18.44,0
County,Argyll & Bute,Pheasant,0.4,19,13.14,0
County,Argyll & Bute,Common gull,0.396,20,7.84,0
County,Argyll & Bute,Siskin,0.377,21,12.71,0
County,Argyll & Bute,Song Thrush,0.284,22,20.13,0
County,Argyll & Bute,Jay,0.28,23,15.25,0
County,Argyll & Bute,Hooded crow,0.274,24,14.83,0
County,Argyll & Bute,Rook,0.261,25,4.03,0
County,Argyll & Bute,Wren,0.227,26,15.47,0
County,Argyll & Bute,Great spotted woodpecker,0.197,27,14.41,0
County,Argyll & Bute,Herring gull,0.186,28,7.2,0
County,Argyll & Bute,Buzzard,0.117,29,7.84,0
County,Argyll & Bute,Bullfinch,0.109,30,6.57,0
County,Argyll & Bute,Sparrowhawk,0.104,31,9.75,0
County,Argyll & Bute,Fieldfare,0.097,32,1.27,0
County,Argyll & Bute,Yellowhammer,0.093,33,4.24,0
County,Argyll & Bute,Black headed gull,0.081,34,1.69,0
County,Argyll & Bute,Treecreeper,0.055,35,5.08,0
County,Argyll & Bute,Grey heron,0.049,36,4.24,0
County,Argyll & Bute,Mallard,0.047,37,1.69,0
County,Argyll & Bute,Tree sparrow,0.047,37,1.69,0
County,Argyll & Bute,Blackcap,0.034,39,2.54,0
County,Argyll & Bute,Redwing,0.032,40,0.64,0
County,Argyll & Bute,Redpoll,0.025,41,0.64,0
County,Argyll & Bute,Red Kite,0.023,42,0.85,0
County,Argyll & Bute,Brambling,0.021,43,1.69,0
County,Argyll & Bute,Reed bunting,0.021,44,0.85,0
County,Argyll & Bute,Raven,0.019,45,1.48,0
County,Argyll & Bute,Pied wagtail,0.019,46,1.69,0
County,Argyll & Bute,Lesser spotted woodpecker,0.015,47,1.27,0
County,Argyll & Bute,Goldcrest,0.011,48,0.85,0
County,Argyll & Bute,Grey wagtail,0.011,48,0.64,0
County,Argyll & Bute,Kestrel,0.011,48,1.06,0
County,Argyll & Bute,Mistle thrush,0.008,51,0.64,0
County,Argyll & Bute,Stock dove,0.008,51,0.42,0
County,Argyll & Bute,Barn owl,0.004,53,0.64,1
County,Argyll & Bute,Green woodpecker,0.004,54,0.21,0
County,Argyll & Bute,Great black backed gull,0.002,55,0.64,1
County,Argyll & Bute,Lesser black backed gull,0.002,55,0.64,1
County,Argyll & Bute,Linnet,0.002,57,0.21,0
County,Argyll & Bute,Meadow pipit,0.002,57,0.21,0
County,Argyll & Bute,Tawny owl,0.002,57,0.21,0
County,Argyll & Bute,Waxwing,0.002,57,0.21,0
County,Argyll & Bute,Black redstart,0,61,0,
County,Argyll & Bute,Chiffchaff,0,61,0.42,
County,Argyll & Bute,Corn bunting,0,61,0,
County,Argyll & Bute,Grey partridge,0,61,0,
County,Argyll & Bute,Lapwing,0,61,0,
County,Argyll & Bute,Little owl,0,61,0,
County,Argyll & Bute,Marsh tit,0,61,0.21,
County,Argyll & Bute,Moorhen,0,61,0,
County,Argyll & Bute,Nuthatch,0,61,0,
County,Argyll & Bute,Red legged partridge,0,61,0,
County,Argyll & Bute,Ring necked parakeet,0,61,0,
County,Argyll & Bute,Skylark,0,61,0,
County,Argyll & Bute,Willow tit,0,61,0.42,
County,Armagh,House Sparrow,6.315,1,82.07,0
County,Armagh,Starling,5.721,2,62.5,0
County,Armagh,Chaffinch,4.732,3,82.07,0
County,Armagh,Goldfinch,3.126,4,43.48,0
County,Armagh,Blue Tit,2.609,5,81.52,0
County,Armagh,Great Tit,2.533,6,70.11,0
County,Armagh,Blackbird,2.391,7,89.67,0
County,Armagh,Robin,1.462,8,86.41,0
County,Armagh,Coal Tit,1.391,9,61.96,0
County,Armagh,Collared Dove,1.332,10,54.35,0
County,Armagh,Magpie,1.223,11,60.33,0
County,Armagh,Carrion crow,1.188,12,22.48,0
County,Armagh,Jackdaw,1.155,13,27.13,0
County,Armagh,Greenfinch,1.027,14,30.98,0
County,Armagh,Woodpigeon,0.821,15,34.78,0
County,Armagh,Redpoll,0.711,16,19.38,0
County,Armagh,Dunnock,0.614,17,35.33,0
County,Armagh,Song Thrush,0.488,18,28.68,0
County,Armagh,Wren,0.372,19,24.03,0
County,Armagh,Feral pigeon,0.349,20,10.08,0
County,Armagh,Fieldfare,0.326,21,4.65,0
County,Armagh,Tree sparrow,0.302,22,6.98,0
County,Armagh,Rook,0.271,23,9.3,0
County,Armagh,Long tailed tit,0.261,24,9.24,0
County,Armagh,Pied wagtail,0.217,25,13.18,0
County,Armagh,Bullfinch,0.178,26,8.53,0
County,Armagh,Common gull,0.178,26,2.33,0
County,Armagh,Pheasant,0.163,28,6.2,0
County,Armagh,Black headed gull,0.147,29,2.33,0
County,Armagh,Jay,0.132,30,9.3,0
County,Armagh,Redwing,0.117,31,3.1,0
County,Armagh,Siskin,0.116,32,4.65,0
County,Armagh,Hooded crow,0.101,33,4.65,0
County,Armagh,Blackcap,0.07,34,6.2,0
County,Armagh,Sparrowhawk,0.054,35,5.43,0
County,Armagh,Linnet,0.047,36,3.88,0
County,Armagh,Mistle thrush,0.047,36,4.65,0
County,Armagh,Grey wagtail,0.047,38,3.1,0
County,Armagh,Goldcrest,0.031,39,3.1,0
County,Armagh,Treecreeper,0.031,40,3.1,0
County,Armagh,Buzzard,0.023,41,1.55,0
County,Armagh,Red Kite,0.023,41,1.55,0
County,Armagh,Brambling,0.016,43,1.55,0
County,Armagh,Moorhen,0.016,43,1.55,0
County,Armagh,Raven,0.016,43,0.78,0
County,Armagh,Stock dove,0.016,43,0.78,0
County,Armagh,Grey heron,0.008,47,0.78,0
County,Armagh,Kestrel,0.008,47,0.78,0
County,Armagh,Barn owl,0,49,0,
County,Armagh,Black redstart,0,49,0,
County,Armagh,Chiffchaff,0,49,0,
County,Armagh,Corn bunting,0,49,0,
County,Armagh,Great black backed gull,0,49,0,
County,Armagh,Great spotted woodpecker,0,49,0,
County,Armagh,Green woodpecker,0,49,0,
County,Armagh,Grey partridge,0,49,0,
County,Armagh,Herring gull,0,49,0,
County,Armagh,Lapwing,0,49,0,
County,Armagh,Lesser black backed gull,0,49,0,
County,Armagh,Lesser spotted woodpecker,0,49,0,
County,Armagh,Little owl,0,49,0,
County,Armagh,Mallard,0,49,0,
County,Armagh,Marsh tit,0,49,0,
County,Armagh,Meadow pipit,0,49,0,
County,Armagh,Nuthatch,0,49,0,
County,Armagh,Red legged partridge,0,49,0,
County,Armagh,Reed bunting,0,49,0,
County,Armagh,Ring necked parakeet,0,49,0,
County,Armagh,Skylark,0,49,0,
County,Armagh,Tawny owl,0,49,0,
County,Armagh,Waxwing,0,49,0,
County,Armagh,Willow tit,0,49,0,
County,Armagh,Yellowhammer,0,49,0,
County,Bedfordshire,House Sparrow,4.19,1,65.49,0
County,Bedfordshire,Starling,3.923,2,56.03,0
County,Bedfordshire,Blue Tit,2.487,3,80.68,0
County,Bedfordshire,Blackbird,2.262,4,89.92,0
County,Bedfordshire,Woodpigeon,2.095,5,71.41,0
County,Bedfordshire,Chaffinch,1.673,6,49.86,0
County,Bedfordshire,Goldfinch,1.658,7,36.08,0
County,Bedfordshire,Collared Dove,1.637,8,62.48,0
County,Bedfordshire,Great Tit,1.266,9,53.18,0
County,Bedfordshire,Robin,1.259,10,80.74,0
County,Bedfordshire,Dunnock,1.053,11,52.62,0
County,Bedfordshire,Greenfinch,0.828,12,26.18,0
County,Bedfordshire,Long tailed tit,0.811,13,23.65,0
County,Bedfordshire,Magpie,0.767,14,40.59,0
County,Bedfordshire,Feral pigeon,0.558,15,17.04,0
County,Bedfordshire,Jackdaw,0.522,16,14.53,0
County,Bedfordshire,Carrion crow,0.445,17,19.85,0
County,Bedfordshire,Coal Tit,0.325,18,19.42,0
County,Bedfordshire,Wren,0.259,19,22.86,0
County,Bedfordshire,Pheasant,0.165,20,7.1,0
County,Bedfordshire,Song Thrush,0.159,21,12.62,0
County,Bedfordshire,Redwing,0.159,22,3.95,0
County,Bedfordshire,Fieldfare,0.134,23,2.29,0
County,Bedfordshire,Great spotted woodpecker,0.122,24,10.5,0
County,Bedfordshire,Common gull,0.109,25,3.02,0
County,Bedfordshire,Rook,0.105,26,2.21,0
County,Bedfordshire,Bullfinch,0.091,27,4.29,0
County,Bedfordshire,Tree sparrow,0.081,28,1.74,0
County,Bedfordshire,Black headed gull,0.055,29,1.7,0
County,Bedfordshire,Pied wagtail,0.051,30,4.04,0
County,Bedfordshire,Green woodpecker,0.045,31,3.95,0
County,Bedfordshire,Moorhen,0.042,32,1.7,0
County,Bedfordshire,Nuthatch,0.042,33,3.06,0
County,Bedfordshire,Redpoll,0.042,33,1.27,0
County,Bedfordshire,Sparrowhawk,0.036,35,3.61,0
County,Bedfordshire,Mallard,0.034,36,0.93,0
County,Bedfordshire,Reed bunting,0.028,37,1.4,0
County,Bedfordshire,Jay,0.025,38,1.78,0
County,Bedfordshire,Red Kite,0.023,39,1.15,0
County,Bedfordshire,Blackcap,0.021,40,1.7,0
County,Bedfordshire,Grey heron,0.017,41,1.66,0
County,Bedfordshire,Goldcrest,0.016,42,1.27,0
County,Bedfordshire,Siskin,0.016,43,0.89,0
County,Bedfordshire,Grey wagtail,0.014,44,1.15,0
County,Bedfordshire,Yellowhammer,0.012,45,0.59,0
County,Bedfordshire,Lesser spotted woodpecker,0.011,46,1.06,0
County,Bedfordshire,Marsh tit,0.011,47,0.89,0
County,Bedfordshire,Mistle thrush,0.01,48,0.98,0
County,Bedfordshire,Buzzard,0.009,49,0.64,0
County,Bedfordshire,Stock dove,0.008,50,0.59,0
County,Bedfordshire,Treecreeper,0.008,51,0.68,0
County,Bedfordshire,Kestrel,0.007,52,0.81,1
County,Bedfordshire,Herring gull,0.006,53,0.21,0
County,Bedfordshire,Linnet,0.006,54,0.34,0
County,Bedfordshire,Chiffchaff,0.004,55,0.3,0
County,Bedfordshire,Brambling,0.004,56,0.21,0
County,Bedfordshire,Red legged partridge,0.003,57,0.3,0
County,Bedfordshire,Willow tit,0.003,58,0.17,0
County,Bedfordshire,Raven,0.002,59,0.08,0
County,Bedfordshire,Barn owl,0.001,60,0.17,1
County,Bedfordshire,Tawny owl,0.001,61,0.13,1
County,Bedfordshire,Ring necked parakeet,0.001,62,0.08,0
County,Bedfordshire,Great black backed gull,0,63,0.08,1
County,Bedfordshire,Black redstart,0,64,0,
County,Bedfordshire,Corn bunting,0,64,0.08,
County,Bedfordshire,Grey partridge,0,64,0.04,
County,Bedfordshire,Hooded crow,0,64,0,
County,Bedfordshire,Lapwing,0,64,0.08,
County,Bedfordshire,Lesser black backed gull,0,64,0,
County,Bedfordshire,Little owl,0,64,0,
County,Bedfordshire,Meadow pipit,0,64,0,
County,Bedfordshire,Skylark,0,64,0,
County,Bedfordshire,Waxwing,0,64,0.04,
County,Berkshire,Blue Tit,3.188,1,88.65,0
County,Berkshire,House Sparrow,2.495,2,45.13,0
County,Berkshire,Woodpigeon,2.276,3,76.43,0
County,Berkshire,Blackbird,1.923,4,86.4,0
County,Berkshire,Starling,1.827,5,34.81,0
County,Berkshire,Great Tit,1.627,6,65.17,0
County,Berkshire,Goldfinch,1.564,7,36.67,0
County,Berkshire,Chaffinch,1.553,8,51.04,0
County,Berkshire,Robin,1.492,9,88.3,0
County,Berkshire,Magpie,1.127,10,56.39,0
County,Berkshire,Collared Dove,1.055,11,48.39,0
County,Berkshire,Dunnock,0.865,12,47.27,0
County,Berkshire,Long tailed tit,0.822,13,27.65,0
County,Berkshire,Greenfinch,0.72,14,26.2,0
County,Berkshire,Feral pigeon,0.643,15,18.93,0
County,Berkshire,Coal Tit,0.526,16,28.74,0
County,Berkshire,Carrion crow,0.472,17,19.91,0
County,Berkshire,Jackdaw,0.471,18,13.23,0
County,Berkshire,Redwing,0.346,19,8.45,0
County,Berkshire,Nuthatch,0.256,20,17.8,0
County,Berkshire,Great spotted woodpecker,0.244,21,19.8,0
County,Berkshire,Wren,0.225,22,19.91,0
County,Berkshire,Fieldfare,0.201,23,3.96,0
County,Berkshire,Song Thrush,0.168,24,12.97,0
County,Berkshire,Jay,0.153,25,11.2,0
County,Berkshire,Common gull,0.15,26,3.4,0
County,Berkshire,Rook,0.145,27,3.31,0
County,Berkshire,Ring necked parakeet,0.139,28,4.97,0
County,Berkshire,Siskin,0.119,29,4.38,0
County,Berkshire,Pheasant,0.112,30,5.05,0
County,Berkshire,Redpoll,0.083,31,2.53,0
County,Berkshire,Bullfinch,0.082,32,4.21,0
County,Berkshire,Pied wagtail,0.069,33,4.66,0
County,Berkshire,Green woodpecker,0.063,34,5.84,0
County,Berkshire,Blackcap,0.055,35,4.58,0
County,Berkshire,Mallard,0.054,36,1.04,0
County,Berkshire,Black headed gull,0.045,37,0.93,0
County,Berkshire,Tree sparrow,0.031,38,1.01,0
County,Berkshire,Sparrowhawk,0.026,39,2.5,0
County,Berkshire,Stock dove,0.025,40,1.54,0
County,Berkshire,Red Kite,0.025,41,1.35,0
County,Berkshire,Moorhen,0.023,42,1.15,0
County,Berkshire,Goldcrest,0.023,43,1.94,0
County,Berkshire,Grey wagtail,0.021,44,1.63,0
County,Berkshire,Lesser spotted woodpecker,0.02,45,1.91,0
County,Berkshire,Reed bunting,0.02,46,0.9,0
County,Berkshire,Buzzard,0.019,47,1.29,0
County,Berkshire,Grey heron,0.019,48,1.74,0
County,Berkshire,Marsh tit,0.018,49,1.32,0
County,Berkshire,Treecreeper,0.015,50,1.52,0
County,Berkshire,Mistle thrush,0.015,51,1.21,0
County,Berkshire,Brambling,0.013,52,1.01,0
County,Berkshire,Herring gull,0.011,53,0.53,0
County,Berkshire,Red legged partridge,0.008,54,0.39,0
County,Berkshire,Yellowhammer,0.005,55,0.2,0
County,Berkshire,Kestrel,0.004,56,0.53,1
County,Berkshire,Willow tit,0.004,57,0.31,0
County,Berkshire,Chiffchaff,0.003,58,0.25,0
County,Berkshire,Raven,0.002,59,0.22,0
County,Berkshire,Linnet,0.002,60,0.14,0
County,Berkshire,Tawny owl,0.001,61,0.2,1
County,Berkshire,Lapwing,0.001,62,0.11,1
County,Berkshire,Barn owl,0.001,63,0.06,0
County,Berkshire,Grey partridge,0,64,0.08,1
County,Berkshire,Little owl,0,64,0.08,1
County,Berkshire,Waxwing,0,64,0.08,1
County,Berkshire,Meadow pipit,0,67,0.03,0
County,Berkshire,Skylark,0,67,0.03,0
County,Berkshire,Black redstart,0,69,0.03,
County,Berkshire,Corn bunting,0,69,0.06,
County,Berkshire,Great black backed gull,0,69,0.03,
County,Berkshire,Hooded crow,0,69,0,
County,Berkshire,Lesser black backed gull,0,69,0.06,
County,Blaenau Gwent,House Sparrow,6.193,1,72.27,0
County,Blaenau Gwent,Blue Tit,3.227,2,78.15,0
County,Blaenau Gwent,Starling,3.067,3,34.45,0
County,Blaenau Gwent,Blackbird,2.916,4,95.8,0
County,Blaenau Gwent,Jackdaw,2.895,5,49.43,0
County,Blaenau Gwent,Chaffinch,2.529,6,66.39,0
County,Blaenau Gwent,Great Tit,1.933,7,63.87,0
County,Blaenau Gwent,Robin,1.881,8,92.44,0
County,Blaenau Gwent,Goldfinch,1.496,9,20.17,0
County,Blaenau Gwent,Long tailed tit,1.445,10,26.05,0
County,Blaenau Gwent,Coal Tit,1.407,11,55.46,0
County,Blaenau Gwent,Carrion crow,1.23,12,22.99,0
County,Blaenau Gwent,Magpie,1.21,13,52.94,0
County,Blaenau Gwent,Dunnock,1.076,14,47.06,0
County,Blaenau Gwent,Collared Dove,1.042,15,42.02,0
County,Blaenau Gwent,Greenfinch,1.042,15,27.73,0
County,Blaenau Gwent,Bullfinch,0.655,17,27.59,0
County,Blaenau Gwent,Rook,0.414,18,3.45,0
County,Blaenau Gwent,Feral pigeon,0.391,19,9.2,0
County,Blaenau Gwent,Song Thrush,0.356,20,25.29,0
County,Blaenau Gwent,Siskin,0.345,21,14.94,0
County,Blaenau Gwent,Wren,0.279,22,20.69,0
County,Blaenau Gwent,Woodpigeon,0.261,23,15.97,0
County,Blaenau Gwent,Great spotted woodpecker,0.195,24,14.94,0
County,Blaenau Gwent,Nuthatch,0.172,25,13.79,0
County,Blaenau Gwent,Common gull,0.103,26,2.3,0
County,Blaenau Gwent,Reed bunting,0.092,27,2.3,0
County,Blaenau Gwent,Red Kite,0.046,28,2.3,0
County,Blaenau Gwent,Sparrowhawk,0.046,28,4.6,0
County,Blaenau Gwent,Goldcrest,0.034,30,3.45,0
County,Blaenau Gwent,Redpoll,0.034,30,1.15,0
County,Blaenau Gwent,Treecreeper,0.034,30,3.45,0
County,Blaenau Gwent,Buzzard,0.023,33,2.3,0
County,Blaenau Gwent,Herring gull,0.023,33,2.3,0
County,Blaenau Gwent,Jay,0.023,33,1.15,0
County,Blaenau Gwent,Lesser spotted woodpecker,0.023,33,2.3,0
County,Blaenau Gwent,Mistle thrush,0.023,33,2.3,0
County,Blaenau Gwent,Pied wagtail,0.023,33,2.3,0
County,Blaenau Gwent,Raven,0.023,33,1.15,0
County,Blaenau Gwent,Barn owl,0.011,40,1.15,0
County,Blaenau Gwent,Blackcap,0.011,40,1.15,0
County,Blaenau Gwent,Chiffchaff,0.011,40,1.15,0
County,Blaenau Gwent,Grey heron,0.011,40,1.15,0
County,Blaenau Gwent,Grey wagtail,0.011,40,1.15,0
County,Blaenau Gwent,Redwing,0.011,40,1.15,0
County,Blaenau Gwent,Black headed gull,0,46,0,
County,Blaenau Gwent,Black redstart,0,46,0,
County,Blaenau Gwent,Brambling,0,46,0,
County,Blaenau Gwent,Corn bunting,0,46,0,
County,Blaenau Gwent,Fieldfare,0,46,0,
County,Blaenau Gwent,Great black backed gull,0,46,0,
County,Blaenau Gwent,Green woodpecker,0,46,0,
County,Blaenau Gwent,Grey partridge,0,46,0,
County,Blaenau Gwent,Hooded crow,0,46,0,
County,Blaenau Gwent,Kestrel,0,46,0,
County,Blaenau Gwent,Lapwing,0,46,0,
County,Blaenau Gwent,Lesser black backed gull,0,46,0,
County,Blaenau Gwent,Linnet,0,46,0,
County,Blaenau Gwent,Little owl,0,46,0,
County,Blaenau Gwent,Mallard,0,46,0,
County,Blaenau Gwent,Marsh tit,0,46,0,
County,Blaenau Gwent,Meadow pipit,0,46,0,
County,Blaenau Gwent,Moorhen,0,46,0,
County,Blaenau Gwent,Pheasant,0,46,0,
County,Blaenau Gwent,Red legged partridge,0,46,0,
County,Blaenau Gwent,Ring necked parakeet,0,46,0,
County,Blaenau Gwent,Skylark,0,46,0,
County,Blaenau Gwent,Stock dove,0,46,0,
County,Blaenau Gwent,Tawny owl,0,46,0,
County,Blaenau Gwent,Tree sparrow,0,46,0,
County,Blaenau Gwent,Waxwing,0,46,0,
County,Blaenau Gwent,Willow tit,0,46,1.15,
County,Blaenau Gwent,Yellowhammer,0,46,0,
County,Bridgend,House Sparrow,7.173,1,79.58,0
County,Bridgend,Starling,5.685,2,57.77,0
County,Bridgend,Blue Tit,3.019,3,78.42,0
County,Bridgend,Blackbird,2.372,4,88.86,0
County,Bridgend,Chaffinch,2.165,5,48.96,0
County,Bridgend,Collared Dove,1.528,6,58.93,0
County,Bridgend,Great Tit,1.466,7,51.74,0
County,Bridgend,Magpie,1.425,8,60.79,0
County,Bridgend,Jackdaw,1.417,9,36.81,0
County,Bridgend,Robin,1.286,10,81.67,0
County,Bridgend,Long tailed tit,1.152,11,28.31,0
County,Bridgend,Goldfinch,1.07,12,20.19,0
County,Bridgend,Greenfinch,0.828,13,22.04,0
County,Bridgend,Coal Tit,0.786,14,38.52,0
County,Bridgend,Carrion crow,0.768,15,24.76,0
County,Bridgend,Dunnock,0.744,16,39.68,0
County,Bridgend,Woodpigeon,0.726,17,33.18,0
County,Bridgend,Feral pigeon,0.508,18,10.1,0
County,Bridgend,Common gull,0.313,19,6.84,0
County,Bridgend,Bullfinch,0.304,20,11.4,0
County,Bridgend,Wren,0.291,21,24.43,0
County,Bridgend,Song Thrush,0.287,22,21.82,0
County,Bridgend,Nuthatch,0.252,23,17.26,0
County,Bridgend,Jay,0.16,24,8.47,0
County,Bridgend,Great spotted woodpecker,0.153,25,13.03,0
